order_id,order_date,amount,product_id
200086,2023-01-12 19:58:00,46.47,47
200087,2023-01-12 08:09:00,113.93,17
200088,2023-01-29 05:06:00,43.72,27
200089,2023-01-26 01:04:00,45.15,38
200090,2023-01-19 07:47:00,116.9,7
200091,2023-01-25 12:03:00,45.22,31
200092,2023-01-19 11:53:00,74.72,3
200093,2023-01-13 12:49:00,42.24,20
200094,2023-01-28 07:40:00,79.34,49
200095,2023-01-25 23:32:00,38.75,6
200096,2023-01-26 11:44:00,196.92,37
200097,2023-01-04 02:18:00,194.28,18
200098,2023-01-15 08:48:00,96.72,3
200099,2023-01-16 22:56:00,137.27,10
200100,2023-01-16 07:37:00,38.79,28
200101,2023-01-04 07:57:00,39.3,28
200102,2023-01-28 04:40:00,31.09,9
200103,2023-01-01 20:19:00,65.77,48
200104,2023-01-29 12:45:00,22.98,5
200105,2023-01-15 01:09:00,160.14,50
200106,2023-01-27 12:04:00,30.77,32
200107,2023-01-15 16:10:00,61.33,25
200108,2023-01-22 16:12:00,26.02,5
200109,2023-01-06 02:52:00,79.28,37
200110,2023-01-10 09:18:00,25.67,45
200111,2023-01-13 03:00:00,74.55,32
200112,2023-01-02 07:38:00,88.08,50
200113,2023-01-12 00:53:00,192.99,30
200114,2023-01-30 16:47:00,63.88,14
200115,2023-01-02 10:50:00,133.61,34
200116,2023-01-06 17:33:00,63.67,34
200117,2023-01-20 05:32:00,97.47,30
200118,2023-01-23 09:50:00,78.25,17
200119,2023-01-10 16:59:00,34.78,5
200120,2023-01-02 05:52:00,44.35,11
200121,2023-01-19 14:56:00,39.85,16
200122,2023-01-31 10:53:00,84.29,25
200123,2023-01-03 02:26:00,67.77,50
200124,2023-01-29 18:18:00,96.0,22
200125,2023-01-21 05:00:00,47.81,12
200126,2023-01-26 13:33:00,17.14,26
200127,2023-01-25 14:56:00,68.92,30
200128,2023-01-11 15:16:00,41.12,15
200129,2023-01-15 23:21:00,39.53,28
200130,2023-01-23 13:23:00,86.94,23
200131,2023-01-14 10:46:00,15.27,18
200132,2023-01-26 05:34:00,47.65,28
200133,2023-01-10 06:56:00,107.94,22
200134,2023-01-26 11:24:00,144.1,3
200135,2023-01-09 12:17:00,31.6,47
200136,2023-01-22 01:46:00,80.11,41
200137,2023-01-05 05:51:00,70.39,34
200138,2023-01-27 23:58:00,224.12,22
200139,2023-01-21 05:05:00,38.62,4
200140,2023-01-30 10:29:00,9.5,36
200141,2023-01-24 05:01:00,68.38,11
200142,2023-01-04 14:05:00,218.94,2
200143,2023-01-15 10:07:00,51.78,45
200144,2023-01-12 04:05:00,184.81,20
200145,2023-01-17 11:46:00,86.53,14
200146,2023-01-06 04:10:00,161.48,6
200147,2023-01-18 23:09:00,46.29,10
200148,2023-01-12 01:12:00,96.81,35
200149,2023-01-30 16:04:00,103.95,44
200150,2023-01-18 13:52:00,86.32,22
200151,2023-01-28 07:10:00,98.06,14
200152,2023-01-28 02:20:00,35.54,4
200153,2023-01-25 12:41:00,34.59,40
200154,2023-01-08 06:39:00,28.69,23
200155,2023-01-31 14:32:00,30.4,33
200156,2023-01-15 22:01:00,61.1,6
200157,2023-01-06 02:06:00,91.74,42
200158,2023-01-20 14:46:00,76.12,36
200159,2023-01-29 05:56:00,39.33,37
200160,2023-01-27 22:32:00,33.78,10
200161,2023-01-01 21:37:00,61.66,47
200162,2023-01-04 12:23:00,91.71,29
200163,2023-01-15 03:11:00,95.35,27
200164,2023-01-31 18:50:00,67.42,20
200165,2023-01-11 09:39:00,76.32,8
200166,2023-01-23 14:25:00,169.38,18
200167,2023-01-25 00:46:00,75.74,43
200168,2023-01-12 11:35:00,155.15,31
200169,2023-01-26 08:53:00,29.4,14
200170,2023-01-08 08:21:00,138.15,26
200171,2023-01-14 03:53:00,107.09,1
200172,2023-01-31 21:54:00,20.23,9
200173,2023-01-10 19:56:00,31.56,41
200174,2023-01-03 19:24:00,119.05,27
200175,2023-01-02 16:42:00,28.13,24
200176,2023-01-25 06:51:00,45.3,43
200177,2023-01-22 17:20:00,61.77,17
200178,2023-01-20 08:48:00,61.62,40
200179,2023-01-17 06:00:00,47.59,30
200180,2023-01-23 18:58:00,96.83,49
200181,2023-01-13 15:39:00,47.28,1
200182,2023-01-14 18:46:00,45.22,30
200183,2023-01-06 18:03:00,52.41,29
200184,2023-01-23 06:02:00,50.03,33
200185,2023-01-23 22:27:00,100.95,7
200186,2023-01-29 07:00:00,53.95,8
200187,2023-01-22 14:36:00,24.84,33
200188,2023-01-28 14:07:00,31.75,46
200189,2023-01-11 15:03:00,156.96,21
200190,2023-01-14 22:47:00,35.45,21
200191,2023-01-19 15:18:00,69.9,18
200192,2023-01-02 00:46:00,77.05,3
200193,2023-01-23 22:11:00,104.73,37
200194,2023-01-06 08:33:00,115.85,30
200195,2023-01-24 13:22:00,102.5,17
200196,2023-01-18 18:16:00,52.89,39
200197,2023-01-09 21:21:00,115.45,4
200198,2023-01-26 12:33:00,37.46,38
200199,2023-01-02 16:36:00,64.87,12
200200,2023-01-23 20:41:00,20.35,27
200201,2023-01-08 01:11:00,62.86,7
200202,2023-01-10 12:16:00,50.2,2
200203,2023-01-28 21:42:00,11.23,36
200204,2023-01-19 20:10:00,47.76,39
200205,2023-01-08 02:53:00,45.25,47
200206,2023-01-24 21:21:00,90.81,43
200207,2023-01-17 12:42:00,28.19,26
200208,2023-01-02 20:08:00,23.63,43
200209,2023-01-08 09:24:00,48.31,3
200210,2023-01-18 04:43:00,84.3,19
200211,2023-01-05 11:58:00,132.07,17
200212,2023-01-10 22:48:00,38.75,8
200213,2023-01-31 20:16:00,74.72,16
200214,2023-01-06 07:24:00,147.68,41
200215,2023-01-13 14:31:00,89.37,7
200216,2023-01-17 22:25:00,53.31,48
200217,2023-01-08 17:58:00,172.78,18
200218,2023-01-31 19:38:00,67.89,14
200219,2023-01-31 23:34:00,63.85,45
200220,2023-01-02 02:36:00,41.14,39
200221,2023-01-15 23:48:00,48.38,22
200222,2023-01-25 12:17:00,64.8,2
200223,2023-01-23 02:41:00,250.42,13
200224,2023-01-13 17:31:00,154.65,16
200225,2023-01-24 11:46:00,40.96,30
200226,2023-01-25 06:19:00,83.53,14
200227,2023-01-24 17:03:00,80.61,37
200228,2023-01-25 15:00:00,132.96,37
200229,2023-01-29 04:42:00,62.2,39
200230,2023-01-24 13:23:00,42.52,4
200231,2023-01-27 07:19:00,114.01,45
200232,2023-01-14 09:42:00,24.73,3
200233,2023-01-24 05:04:00,18.54,47
200234,2023-01-23 16:08:00,162.75,17
200235,2023-01-24 02:31:00,46.56,13
200236,2023-01-24 14:24:00,58.22,41
200237,2023-01-24 02:58:00,28.25,9
200238,2023-01-03 01:11:00,25.86,11
200239,2023-01-27 01:23:00,32.96,38
200240,2023-01-08 04:47:00,50.11,17
200241,2023-01-18 07:44:00,54.54,29
200242,2023-01-19 02:55:00,83.08,33
200243,2023-01-06 23:18:00,122.37,28
200244,2023-01-01 15:40:00,42.87,7
200245,2023-01-05 10:44:00,117.69,31
200246,2023-01-23 09:09:00,107.56,18
200247,2023-01-04 01:13:00,89.44,12
200248,2023-01-07 01:31:00,29.61,40
200249,2023-01-31 01:59:00,5.32,45
200250,2023-01-03 15:05:00,36.29,34
200251,2023-01-31 14:29:00,87.42,22
200252,2023-01-04 19:31:00,99.69,1
200253,2023-01-22 23:58:00,123.48,14
200254,2023-01-15 11:35:00,58.5,29
200255,2023-01-11 00:05:00,54.31,32
200256,2023-01-19 10:57:00,19.15,4
200257,2023-01-17 02:12:00,106.48,15
200258,2023-01-23 10:51:00,105.83,11
200259,2023-01-27 02:16:00,191.01,28
200260,2023-01-29 20:46:00,37.39,5
200261,2023-01-03 00:57:00,145.54,15
200262,2023-01-02 02:48:00,80.33,16
200263,2023-01-27 07:59:00,27.52,17
200264,2023-01-29 20:07:00,97.36,3
200265,2023-01-29 11:52:00,146.29,3
200266,2023-01-20 13:14:00,47.43,38
200267,2023-01-16 21:53:00,54.13,2
200268,2023-01-24 07:10:00,226.92,30
200269,2023-01-18 13:46:00,56.39,32
200270,2023-01-11 12:24:00,110.61,17
200271,2023-01-12 13:31:00,20.55,22
200272,2023-01-28 19:32:00,54.0,13
200273,2023-01-30 00:12:00,24.39,22
200274,2023-01-07 01:37:00,69.82,34
200275,2023-01-10 22:43:00,30.51,11
200276,2023-01-29 02:58:00,36.1,8
200277,2023-01-08 17:27:00,103.77,47
200278,2023-01-27 06:10:00,143.14,26
200279,2023-01-31 02:40:00,30.54,14
200280,2023-01-11 17:53:00,62.59,19
200281,2023-01-23 13:35:00,105.49,29
200282,2023-01-23 20:54:00,11.74,41
200283,2023-01-27 02:27:00,40.72,35
200284,2023-01-29 21:14:00,43.63,31
200285,2023-01-26 23:19:00,68.66,28
200286,2023-01-12 19:59:00,23.84,36
200287,2023-01-26 20:33:00,61.72,2
200288,2023-01-15 01:35:00,52.6,12
200289,2023-01-03 12:17:00,57.31,15
200290,2023-01-01 02:25:00,85.5,45
200291,2023-01-09 21:59:00,43.63,14
200292,2023-01-24 06:24:00,76.47,25
200293,2023-01-25 01:34:00,67.75,1
200294,2023-01-08 11:55:00,39.13,10
200295,2023-01-03 21:13:00,34.01,29
200296,2023-01-10 11:29:00,45.39,12
200297,2023-01-01 21:19:00,33.77,43
200298,2023-01-05 14:36:00,63.78,28
200299,2023-01-15 14:05:00,39.29,20
200300,2023-01-18 13:01:00,16.66,37
200301,2023-01-21 04:32:00,60.42,14
200302,2023-02-10 19:52:00,40.33,43
200303,2023-02-18 22:43:00,62.02,23
200304,2023-02-13 19:15:00,154.66,21
200305,2023-02-01 22:07:00,32.53,38
200306,2023-02-05 14:21:00,33.92,18
200307,2023-02-17 07:46:00,62.06,12
200308,2023-02-27 07:24:00,69.87,16
200309,2023-02-14 20:47:00,78.01,26
200310,2023-02-28 01:49:00,72.86,25
200311,2023-02-16 12:08:00,21.56,31
200312,2023-02-09 10:03:00,79.78,13
200313,2023-02-09 22:18:00,120.48,1
200314,2023-02-24 21:06:00,11.52,7
200315,2023-02-15 20:18:00,33.08,25
200316,2023-02-01 16:31:00,56.5,10
200317,2023-02-02 13:08:00,51.96,26
200318,2023-02-08 15:01:00,41.5,37
200319,2023-02-15 11:35:00,53.65,48
200320,2023-02-23 05:45:00,89.39,25
200321,2023-02-04 10:50:00,25.36,21
200322,2023-02-13 21:18:00,11.8,46
200323,2023-02-27 14:27:00,57.95,16
200324,2023-02-10 03:29:00,78.14,25
200325,2023-02-11 06:30:00,105.4,39
200326,2023-02-13 06:55:00,92.27,1
200327,2023-02-12 23:44:00,68.94,13
200328,2023-02-23 21:53:00,66.8,15
200329,2023-02-10 23:57:00,45.75,42
200330,2023-02-08 23:15:00,53.81,24
200331,2023-02-19 03:59:00,67.18,25
200332,2023-02-18 18:35:00,18.97,49
200333,2023-02-03 11:33:00,50.01,21
200334,2023-02-17 21:47:00,33.12,11
200335,2023-02-10 08:13:00,64.84,25
200336,2023-02-02 02:06:00,67.91,39
200337,2023-02-09 16:10:00,241.66,46
200338,2023-02-19 03:25:00,41.92,36
200339,2023-02-08 04:32:00,67.3,9
200340,2023-02-08 00:58:00,32.87,2
200341,2023-02-28 04:43:00,49.95,21
200342,2023-02-08 05:07:00,56.67,3
200343,2023-02-22 05:01:00,279.97,2
200344,2023-02-06 16:34:00,79.95,44
200345,2023-02-26 03:04:00,29.19,31
200346,2023-02-15 22:15:00,56.33,12
200347,2023-02-17 15:11:00,216.39,3
200348,2023-02-16 12:22:00,46.07,30
200349,2023-02-21 19:05:00,41.1,8
200350,2023-02-07 00:52:00,113.12,14
200351,2023-02-04 00:22:00,42.92,2
200352,2023-02-09 20:01:00,143.51,23
200353,2023-02-26 03:17:00,60.31,35
200354,2023-02-22 10:14:00,259.33,47
200355,2023-02-17 09:37:00,108.75,35
200356,2023-02-24 09:29:00,81.01,14
200357,2023-02-09 14:20:00,17.56,27
200358,2023-02-02 02:17:00,183.4,2
200359,2023-02-25 21:32:00,149.0,14
200360,2023-02-01 13:15:00,92.45,41
200361,2023-02-06 12:52:00,16.0,21
200362,2023-02-02 03:24:00,35.17,31
200363,2023-02-14 19:17:00,28.51,6
200364,2023-02-11 01:59:00,51.84,34
200365,2023-02-10 01:10:00,74.05,31
200366,2023-02-24 14:08:00,42.46,7
200367,2023-02-16 15:59:00,74.96,4
200368,2023-02-07 07:16:00,28.5,36
200369,2023-02-28 05:38:00,80.37,37
200370,2023-02-20 02:06:00,46.74,22
200371,2023-02-05 22:01:00,26.58,21
200372,2023-02-22 05:14:00,55.68,5
200373,2023-02-01 12:20:00,114.52,45
200374,2023-02-21 20:17:00,22.36,49
200375,2023-02-28 10:20:00,109.53,26
200376,2023-02-04 01:51:00,42.68,29
200377,2023-02-20 05:41:00,101.12,13
200378,2023-02-17 08:16:00,72.17,50
200379,2023-02-26 07:20:00,104.15,34
200380,2023-02-08 21:07:00,31.88,45
200381,2023-02-19 04:31:00,250.11,23
200382,2023-02-05 07:12:00,28.28,24
200383,2023-02-03 23:16:00,186.57,21
200384,2023-02-08 13:35:00,46.96,28
200385,2023-02-19 10:57:00,34.44,30
200386,2023-02-22 07:09:00,29.03,25
200387,2023-02-09 01:14:00,25.46,49
200388,2023-02-04 03:13:00,23.37,50
200389,2023-02-10 20:35:00,41.92,40
200390,2023-02-02 21:12:00,69.63,34
200391,2023-02-11 09:14:00,30.62,18
200392,2023-02-23 08:24:00,26.25,50
200393,2023-02-22 19:29:00,159.57,44
200394,2023-02-19 13:48:00,78.78,39
200395,2023-02-17 11:40:00,54.6,21
200396,2023-02-13 20:07:00,78.61,32
200397,2023-02-11 21:21:00,230.77,22
200398,2023-02-28 12:17:00,20.89,50
200399,2023-02-15 18:22:00,114.04,13
200400,2023-02-22 10:36:00,49.43,19
200401,2023-02-23 06:43:00,71.2,37
200402,2023-02-15 07:41:00,65.6,3
200403,2023-02-01 03:39:00,36.94,42
200404,2023-02-02 10:24:00,66.25,27
200405,2023-02-02 08:47:00,108.15,36
200406,2023-02-22 09:25:00,118.23,20
200407,2023-02-11 15:50:00,118.63,6
200408,2023-02-24 18:36:00,39.17,10
200409,2023-02-24 21:34:00,17.41,38
200410,2023-02-21 21:39:00,26.49,17
200411,2023-02-23 06:03:00,46.23,3
200412,2023-02-24 04:15:00,30.82,24
200413,2023-02-02 17:18:00,36.61,19
200414,2023-02-17 13:18:00,31.94,38
200415,2023-02-21 03:18:00,43.81,36
200416,2023-02-23 16:54:00,28.79,28
200417,2023-02-27 14:10:00,84.77,45
200418,2023-02-01 16:05:00,67.76,6
200419,2023-02-15 13:59:00,46.31,9
200420,2023-02-26 15:04:00,18.91,13
200421,2023-02-11 16:29:00,99.7,45
200422,2023-02-06 16:58:00,46.01,29
200423,2023-02-05 19:48:00,47.0,5
200424,2023-02-04 05:25:00,23.98,1
200425,2023-02-24 03:05:00,37.13,46
200426,2023-02-28 11:59:00,45.01,21
200427,2023-02-24 11:41:00,43.08,28
200428,2023-02-07 02:54:00,131.64,31
200429,2023-02-10 12:05:00,16.0,45
200430,2023-02-04 23:42:00,3.84,7
200431,2023-02-06 14:17:00,92.99,11
200432,2023-02-20 23:14:00,136.19,14
200433,2023-02-25 04:57:00,211.48,5
200434,2023-02-03 22:25:00,20.45,21
200435,2023-02-12 08:32:00,19.61,4
200436,2023-02-10 06:21:00,53.06,34
200437,2023-02-28 10:40:00,98.93,49
200438,2023-02-17 01:05:00,30.93,5
200439,2023-02-02 21:47:00,41.38,10
200440,2023-02-02 15:47:00,44.08,47
200441,2023-02-08 05:59:00,50.03,35
200442,2023-02-19 16:31:00,31.1,46
200443,2023-02-20 21:14:00,23.84,21
200444,2023-02-15 21:51:00,119.9,28
200445,2023-02-26 16:01:00,10.87,3
200446,2023-02-08 11:32:00,40.63,23
200447,2023-02-25 17:42:00,104.38,11
200448,2023-02-24 11:09:00,35.1,37
200449,2023-02-21 07:54:00,65.8,15
200450,2023-02-16 13:39:00,72.88,2
200451,2023-02-07 15:02:00,27.91,27
200452,2023-02-18 10:39:00,51.96,8
200453,2023-02-05 15:42:00,39.5,30
200454,2023-02-06 13:53:00,119.92,16
200455,2023-02-01 12:54:00,22.19,30
200456,2023-02-13 01:03:00,314.9,3
200457,2023-02-01 03:24:00,100.39,26
200458,2023-02-05 02:27:00,119.01,19
200459,2023-02-28 11:56:00,62.39,47
200460,2023-02-12 11:08:00,52.52,28
200461,2023-02-26 15:20:00,25.81,26
200462,2023-02-01 20:34:00,22.35,11
200463,2023-02-25 22:47:00,46.81,17
200464,2023-02-05 11:10:00,108.9,35
200465,2023-02-08 23:27:00,79.61,6
200466,2023-02-09 19:59:00,266.78,47
200467,2023-02-06 14:20:00,18.66,46
200468,2023-02-20 13:35:00,128.27,13
200469,2023-02-15 17:50:00,144.2,27
200470,2023-02-23 01:55:00,39.28,35
200471,2023-02-19 13:58:00,36.89,25
200472,2023-02-08 23:13:00,150.77,19
200473,2023-02-14 18:02:00,86.63,9
200474,2023-02-28 19:44:00,177.1,19
200475,2023-02-15 19:13:00,41.01,36
200476,2023-02-08 16:29:00,8.76,14
200477,2023-02-11 20:34:00,37.06,14
200478,2023-02-09 03:58:00,140.02,46
200479,2023-02-22 08:55:00,37.44,16
200480,2023-02-17 15:29:00,54.85,21
200481,2023-02-21 04:47:00,103.53,3
200482,2023-02-12 00:52:00,27.05,17
200483,2023-02-02 23:31:00,67.54,45
200484,2023-02-23 14:39:00,50.85,41
200485,2023-02-19 19:28:00,26.54,21
200486,2023-02-19 05:19:00,108.96,28
200487,2023-02-28 03:21:00,106.14,3
200488,2023-02-22 11:01:00,38.67,8
200489,2023-02-23 05:05:00,130.88,18
200490,2023-02-17 11:05:00,18.9,1
200491,2023-02-25 12:48:00,63.17,14
200492,2023-02-03 15:44:00,59.85,49
200493,2023-02-14 16:07:00,40.78,33
200494,2023-02-26 06:20:00,44.92,41
200495,2023-02-09 23:36:00,26.0,17
200496,2023-02-24 20:50:00,122.47,11
200497,2023-02-14 18:10:00,27.6,46
200498,2023-02-13 00:39:00,54.05,45
200499,2023-02-12 15:32:00,105.35,39
200500,2023-02-28 04:07:00,116.33,4
200501,2023-02-01 03:17:00,29.45,47
200502,2023-02-28 07:19:00,121.89,41
200503,2023-02-07 01:28:00,69.59,2
200504,2023-02-19 10:12:00,26.17,39
200505,2023-02-28 02:19:00,72.65,2
200506,2023-02-06 02:15:00,261.48,12
200507,2023-02-03 10:00:00,31.75,15
200508,2023-02-26 04:20:00,101.12,24
200509,2023-02-25 05:27:00,32.62,43
200510,2023-02-18 03:34:00,32.98,30
200511,2023-02-28 11:33:00,45.3,3
200512,2023-02-28 11:14:00,90.59,24
200513,2023-03-02 23:27:00,45.39,4
200514,2023-03-05 23:00:00,51.71,43
200515,2023-03-15 10:48:00,36.5,5
200516,2023-03-08 01:47:00,32.08,4
200517,2023-03-17 12:49:00,55.48,24
200518,2023-03-27 02:10:00,26.38,43
200519,2023-03-27 09:50:00,19.92,15
200520,2023-03-21 09:36:00,99.01,35
200521,2023-03-23 05:03:00,271.89,9
200522,2023-03-17 12:58:00,170.07,48
200523,2023-03-22 03:04:00,16.48,49
200524,2023-03-13 01:44:00,90.0,42
200525,2023-03-02 12:50:00,39.57,21
200526,2023-03-14 11:20:00,173.85,28
200527,2023-03-31 23:34:00,34.14,34
200528,2023-03-11 03:50:00,89.04,22
200529,2023-03-25 23:57:00,59.43,39
200530,2023-03-21 07:27:00,119.91,27
200531,2023-03-21 01:10:00,43.98,47
200532,2023-03-12 21:20:00,83.07,20
200533,2023-03-09 13:57:00,164.76,17
200534,2023-03-19 18:25:00,227.14,36
200535,2023-03-06 10:32:00,60.95,23
200536,2023-03-15 10:56:00,46.78,27
200537,2023-03-18 18:46:00,94.76,4
200538,2023-03-07 12:34:00,40.51,32
200539,2023-03-08 18:37:00,33.15,5
200540,2023-03-13 14:45:00,39.55,22
200541,2023-03-29 21:42:00,129.12,10
200542,2023-03-10 20:15:00,115.4,30
200543,2023-03-25 14:34:00,319.5,8
200544,2023-03-26 16:39:00,41.57,37
200545,2023-03-13 07:07:00,98.98,9
200546,2023-03-31 00:35:00,78.42,34
200547,2023-03-14 13:03:00,39.16,38
200548,2023-03-11 02:07:00,10.73,40
200549,2023-03-17 22:33:00,100.83,16
200550,2023-03-06 01:01:00,73.1,34
200551,2023-03-07 02:07:00,42.39,27
200552,2023-03-22 06:52:00,100.51,13
200553,2023-03-21 18:52:00,48.97,25
200554,2023-03-22 16:54:00,72.47,8
200555,2023-03-22 19:19:00,67.06,14
200556,2023-03-18 13:51:00,42.25,4
200557,2023-03-13 22:07:00,21.93,31
200558,2023-03-14 01:17:00,99.09,49
200559,2023-03-15 16:57:00,103.88,18
200560,2023-03-22 05:16:00,29.84,29
200561,2023-03-28 10:56:00,35.4,19
200562,2023-03-09 01:43:00,47.37,12
200563,2023-03-19 04:16:00,68.57,26
200564,2023-03-29 00:59:00,74.26,13
200565,2023-03-05 00:23:00,85.04,17
200566,2023-03-04 14:24:00,39.32,12
200567,2023-03-05 09:16:00,40.04,48
200568,2023-03-07 08:34:00,46.19,44
200569,2023-03-09 06:40:00,20.53,37
200570,2023-03-13 03:30:00,91.06,22
200571,2023-03-01 03:44:00,87.52,45
200572,2023-03-02 08:23:00,156.52,6
200573,2023-03-12 11:20:00,72.62,1
200574,2023-03-04 20:59:00,30.21,10
200575,2023-03-21 11:46:00,114.37,46
200576,2023-03-13 04:37:00,38.83,47
200577,2023-03-06 16:11:00,44.1,24
200578,2023-03-29 10:24:00,201.66,20
200579,2023-03-23 15:46:00,34.14,28
200580,2023-03-26 11:26:00,61.29,41
200581,2023-03-02 04:05:00,43.06,32
200582,2023-03-21 00:54:00,46.57,16
200583,2023-03-16 10:52:00,60.25,7
200584,2023-03-04 14:50:00,22.58,25
200585,2023-03-24 07:44:00,47.33,4
200586,2023-03-08 02:28:00,32.13,15
200587,2023-03-28 22:43:00,9.83,26
200588,2023-03-08 08:54:00,97.07,15
200589,2023-03-28 21:40:00,33.32,26
200590,2023-03-12 06:41:00,129.52,19
200591,2023-03-11 12:52:00,64.38,4
200592,2023-03-15 10:42:00,101.79,47
200593,2023-03-31 08:45:00,26.54,49
200594,2023-03-18 04:19:00,61.12,50
200595,2023-03-06 01:14:00,40.62,21
200596,2023-03-14 04:05:00,34.62,10
200597,2023-03-14 12:30:00,33.23,30
200598,2023-03-06 07:43:00,127.27,11
200599,2023-03-13 17:10:00,48.09,44
200600,2023-03-06 08:15:00,49.88,26
200601,2023-03-30 11:10:00,50.32,18
200602,2023-03-19 22:54:00,36.32,34
200603,2023-03-17 10:42:00,62.93,2
200604,2023-03-02 22:07:00,43.25,47
200605,2023-03-30 00:42:00,73.39,20
200606,2023-03-24 17:21:00,125.72,36
200607,2023-03-05 09:42:00,25.15,42
200608,2023-03-28 07:01:00,51.29,27
200609,2023-03-25 02:43:00,80.39,10
200610,2023-03-04 08:53:00,34.61,30
200611,2023-03-03 02:48:00,36.56,26
200612,2023-03-14 16:17:00,274.22,18
200613,2023-03-04 00:49:00,120.93,26
200614,2023-03-13 19:51:00,25.29,5
200615,2023-03-26 00:16:00,33.28,45
200616,2023-03-09 03:04:00,68.03,12
200617,2023-03-26 18:18:00,41.27,7
200618,2023-03-15 22:06:00,124.85,23
200619,2023-03-10 19:14:00,55.04,45
200620,2023-03-29 07:40:00,34.09,46
200621,2023-03-25 03:57:00,162.02,37
200622,2023-03-01 02:46:00,99.44,34
200623,2023-03-29 23:23:00,80.82,3
200624,2023-03-02 16:22:00,25.27,31
200625,2023-03-30 20:40:00,18.56,6
200626,2023-03-05 09:39:00,24.12,3
200627,2023-03-19 21:46:00,21.92,12
200628,2023-03-06 18:35:00,85.71,50
200629,2023-03-30 04:24:00,43.64,14
200630,2023-03-25 15:58:00,393.63,22
200631,2023-03-21 21:20:00,24.39,16
200632,2023-03-27 22:30:00,76.1,32
200633,2023-03-10 21:56:00,43.51,48
200634,2023-03-20 14:24:00,38.61,25
